Date,CPU Utilization,CPU Power
2026-02-02 13:43:06,0.00166805671393,1.38992766666828
2026-02-02 13:43:07,0.00083472454090,0.70519166666660
2026-02-02 13:43:08,0.00167084377611,1.47769666666621
2026-02-02 13:43:09,0.00083822296731,0.68760933333397
2026-02-02 13:43:10,0.00166944908180,1.40415333333416
2026-02-02 13:43:11,0.00166805671393,1.10413857142807
2026-02-02 13:43:12,0.00083472454090,0.79278120000090
2026-02-02 13:43:13,0.00167224080268,0.92411599999953
2026-02-02 13:43:14,0.00083402835696,0.56294399999959
2026-02-02 13:43:15,0.00166944908180,1.35237733333391
2026-02-02 13:43:16,0.00166805671393,1.15457742857065
2026-02-02 13:43:17,0.00083402835696,0.61738183333364
2026-02-02 13:43:18,0.00167084377611,1.58099720000173
2026-02-02 13:43:19,0.00083542188805,0.59498785714303
2026-02-02 13:43:20,0.00083542188805,0.71440250000038
2026-02-02 13:43:21,0.00166805671393,1.14132885714311
2026-02-02 13:43:22,0.00167084377611,1.90851649999968
2026-02-02 13:43:23,0.00083542188805,0.59939299999990
2026-02-02 13:43:24,0.00167084377611,1.65258200000098
2026-02-02 13:43:25,0.00166944908180,1.28204833333439
2026-02-02 13:43:26,0.00083402835696,0.64645350000016
2026-02-02 13:43:27,0.00166805671393,1.56944399999920
2026-02-02 13:43:28,0.00083402835696,0.57013257142847
2026-02-02 13:43:29,0.00166944908180,1.29223066666600
2026-02-02 13:43:30,0.00166666666667,0.92127799999920
2026-02-02 13:43:31,0.00083402835696,0.51390662500035
2026-02-02 13:43:32,0.00167084377611,1.21404857142729
2026-02-02 13:43:33,0.00083472454090,0.51525687499998
2026-02-02 13:43:34,0.00167224080268,1.58523920000007
2026-02-02 13:43:35,0.00083472454090,0.62911783333402
2026-02-02 13:43:36,0.00083542188805,0.80164299999888
2026-02-02 13:43:37,0.00166944908180,1.34566933333311
2026-02-02 13:43:38,0.00167084377611,1.19040742857032
2026-02-02 13:43:39,0.00166944908180,1.20672457142999
2026-02-02 13:43:40,0.00083472454090,0.63031671428533
2026-02-02 13:43:41,0.00166805671393,1.11404771428663
2026-02-02 13:43:42,0.00083472454090,0.69371266666712
2026-02-02 13:43:43,0.00167084377611,1.41242299999916
2026-02-02 13:43:44,0.00083472454090,0.58637799999997
2026-02-02 13:43:45,0.00166944908180,1.30839899999895
2026-02-02 13:43:46,0.00166944908180,1.03730750000068
2026-02-02 13:43:47,0.00166944908180,1.27841666666548
2026-02-02 13:43:48,0.00083472454090,0.77338219999947
2026-02-02 13:43:49,0.00166944908180,1.05556749999960
2026-02-02 13:43:50,0.00083472454090,0.61613328571444
2026-02-02 13:43:51,0.00083472454090,0.69627850000082
2026-02-02 13:43:52,0.00166805671393,1.10630085714261
2026-02-02 13:43:53,0.00167084377611,1.25762114285733
2026-02-02 13:43:54,0.00083542188805,0.69639283333405
2026-02-02 13:43:55,0.00167084377611,1.34706800000034
2026-02-02 13:43:56,0.00083542188805,0.78048319999943
2026-02-02 13:43:57,0.00166805671393,1.14421057142941
2026-02-02 13:43:58,0.00166944908180,1.36763566666438
2026-02-02 13:43:59,0.00083472454090,0.58757471428544
2026-02-02 13:44:00,0.00083542188805,0.71035150000049
2026-02-02 13:44:01,0.00166944908180,1.35525099999844
2026-02-02 13:44:02,0.00083472454090,0.48177477777790
2026-02-02 13:44:03,0.00166944908180,1.20753542857087
2026-02-02 13:44:04,0.00083472454090,0.59128028571389
2026-02-02 13:44:05,0.00166805671393,1.27628066666754
2026-02-02 13:44:06,0.00083542188805,0.81857039999886
2026-02-02 13:44:07,0.00250417362270,1.50054037500013
2026-02-02 13:44:08,0.00083542188805,0.67813416666710
2026-02-02 13:44:09,0.00166805671393,1.01601874999869
2026-02-02 13:44:10,0.00083542188805,0.69684316666705
2026-02-02 13:44:11,0.00167084377611,1.63230080000067
2026-02-02 13:44:12,0.00083542188805,0.71150599999964
2026-02-02 13:44:13,0.00166944908180,1.19460571428603
2026-02-02 13:44:14,0.00083612040134,0.86727380000084
2026-02-02 13:44:15,0.00166944908180,1.38472966666450
2026-02-02 13:44:16,0.00166805671393,1.37719733333506
2026-02-02 13:44:17,0.00083472454090,0.68814850000005
2026-02-02 13:44:18,0.00167084377611,1.39493733333317
2026-02-02 13:44:19,0.00083402835696,0.41234439999971
2026-02-02 13:44:20,0.00166944908180,1.08160550000139
2026-02-02 13:44:21,0.00083402835696,0.56121099999915
2026-02-02 13:44:22,0.00167084377611,1.33714000000085
2026-02-02 13:44:23,0.00083542188805,0.53103375000046
2026-02-02 13:44:24,0.00166805671393,1.06774324999969
2026-02-02 13:44:25,0.00167084377611,1.59543160000176
2026-02-02 13:44:26,0.00166805671393,1.20089599999899
2026-02-02 13:44:27,0.00083542188805,0.63961799999985
2026-02-02 13:44:28,0.00167084377611,1.61408280000032
2026-02-02 13:44:29,0.00083472454090,0.56555314285755
2026-02-02 13:44:30,0.00083472454090,0.53867025000000
2026-02-02 13:44:31,0.00166805671393,1.53506479999924
2026-02-02 13:44:32,0.00166944908180,0.95396066666742
2026-02-02 13:44:33,0.00167084377611,1.34714399999939
2026-02-02 13:44:34,0.00083472454090,0.60548757142845
2026-02-02 13:44:35,0.00166944908180,1.38160166666785
2026-02-02 13:44:36,0.00083402835696,0.55721999999930
2026-02-02 13:44:37,0.00166944908180,1.57481479999842
2026-02-02 13:44:38,0.00083472454090,0.61613771428529
2026-02-02 13:44:39,0.00166944908180,1.16098114285809
2026-02-02 13:44:40,0.00083542188805,0.60536342857085
2026-02-02 13:44:41,0.00167084377611,1.53271480000112
2026-02-02 13:44:42,0.00166805671393,1.11518971428658
2026-02-02 13:44:43,0.00083542188805,0.63015757142836
2026-02-02 13:44:44,0.00166944908180,1.20176371428533
2026-02-02 13:44:45,0.00083472454090,0.70464750000004
2026-02-02 13:44:46,0.00166944908180,1.40389366666689
2026-02-02 13:44:47,0.00083472454090,0.64078516666632
2026-02-02 13:44:48,0.00167084377611,1.37376400000115
2026-02-02 13:44:49,0.00083542188805,0.70662599999923
2026-02-02 13:44:50,0.00166944908180,1.12678425000013
2026-02-02 13:44:51,0.00083402835696,0.57639500000057
2026-02-02 13:44:52,0.00250626566416,3.06855149999865
2026-02-02 13:44:53,0.00083402835696,0.45486133333341
2026-02-02 13:44:54,0.00166944908180,1.33432733333272
2026-02-02 13:44:55,0.00083472454090,0.55152000000089
2026-02-02 13:44:56,0.00166944908180,1.23279033333286
2026-02-02 13:44:57,0.00083472454090,0.58441628571433
2026-02-02 13:44:58,0.00167224080268,1.70169400000013
2026-02-02 13:44:59,0.00083472454090,0.65605083333260
2026-02-02 13:45:00,0.00083402835696,0.53077237500020
2026-02-02 13:45:01,0.00166805671393,1.13975942857048
2026-02-02 13:45:02,0.00167084377611,1.16425971428648
2026-02-02 13:45:03,0.00166944908180,1.36708633333425
